,ID,Predicted_Y
9787,ID_IE9RQQGDUX,2
9788,ID_FOIOP3DZ8F,0
9789,ID_SW4ZH12ANA,0
9790,ID_ZDHQ5B644Y,0
9791,ID_2NERCDJ0FK,2
9792,ID_KXGL7PLKLW,0
9793,ID_8VUO6UQZZ0,0
9794,ID_PGQ56DB70Q,0
9795,ID_4YJM3E74YW,0
9796,ID_LW0NGKV14H,0
9797,ID_O30Y45LPQR,2
9798,ID_VCTLCT2SDL,0
9799,ID_C3LESGAPH2,0
9800,ID_S3S70DMAPD,0
9801,ID_ULCZ8862Y7,2
9802,ID_JQ86AO65M2,0
9803,ID_N9PNCXA32Q,2
9804,ID_54TTEG7F3B,1
9805,ID_AR57BJDLOR,2
9806,ID_RMEBTIWMZ3,0
9807,ID_CLLSQ9IE9Z,0
9808,ID_72XD6SZMWR,0
9809,ID_XCKPN9YQKO,0
9810,ID_O153Y2ZK4H,0
9811,ID_TIXEQ4CUI0,0
9812,ID_S1KRSA7JG3,0
9813,ID_Z5O0G5WGN8,0
9814,ID_6TT2SQE7E1,0
9815,ID_1XPVJV7BIB,0
9816,ID_BW7FJWXLE8,0
9817,ID_Y4YU0FMLM4,0
9818,ID_KITMZ10HI8,1
9819,ID_SC2MO1DBKE,0
9820,ID_EXTKAMG7T4,0
9821,ID_D904K59RXF,1
9822,ID_UCMKHTM0XK,0
9823,ID_4RO81WK8R1,0
9824,ID_F7CNE2YOOL,0
9825,ID_SDSIT6NLSV,0
9826,ID_89RXFKH3QG,2
9827,ID_HF2Y02X7CR,0
9828,ID_H1FC4R87OK,0
9829,ID_G6ZNKTJXG7,2
9830,ID_U2LZPUGH6G,0
9831,ID_MY6K6FNS87,0
9832,ID_EJJXNWF8LP,2
9833,ID_6W5O58YUN1,0
9834,ID_XUY6Z7VIRB,2
9835,ID_CZWKEOVRZX,0
9836,ID_G79WXF9CR8,2
9837,ID_73JFR8GD7A,2
9838,ID_FAA4W6207K,0
9839,ID_CX6L9TY77U,0
9840,ID_JGFXBPH8ER,0
9841,ID_C64PSBVDZS,2
9842,ID_VW9G792WBN,1
9843,ID_0GZ9BJ2AZG,0
9844,ID_053PAM6MBA,1
9845,ID_5PKV495QZS,0
9846,ID_UFIXJGDJX6,0
9847,ID_1SK5DQ315J,1
9848,ID_LNPIWDO8EM,2
9849,ID_K9BOKCN1MQ,0
9850,ID_F9ECUGNOEK,0
9851,ID_ZOXN4ALZU6,0
9852,ID_5KIU1J82GO,0
9853,ID_SXLFVDJAK9,0
9854,ID_MY46UE0Q9X,0
9855,ID_YF1Z8SDCJT,0
9856,ID_3V1Z8FRQQ6,1
9857,ID_AZNI11DJU0,1
9858,ID_FYD8915TLU,0
9859,ID_2FR7H1P8DZ,0
9860,ID_2EYAIVJRED,0
9861,ID_B4NRHZ4AUA,0
9862,ID_FDQIMKHYXH,0
9863,ID_QJ845VDOM8,0
9864,ID_ANX6O28T77,0
9865,ID_0R23OUXIVE,2
9866,ID_B642N81GK9,2
9867,ID_S3YU413XLC,0
9868,ID_M04WZ4S3M1,0
9869,ID_6JMMVRRPF6,0
9870,ID_J9K4I1UIUQ,0
9871,ID_ZLP9W6JY8M,2
9872,ID_RDR53GZJVI,0
9873,ID_OHM7L78WQO,0
9874,ID_3ZMDR7AMJD,0
9875,ID_WC4U6FHX9A,0
9876,ID_SJYJZOL3I5,0
9877,ID_IMUMFRUERM,0
9878,ID_7F23HFQJOX,1
9879,ID_B5CN7TVAQR,1
9880,ID_OZ6Z4LUOLL,0
9881,ID_QPQHQCQH03,0
9882,ID_P6X7DIT5O0,0
9883,ID_7W6X44WB4E,0
9884,ID_ZWAY7LMUJ4,0
9885,ID_9DMILWK3PM,0
9886,ID_65H0TISKCS,0
9887,ID_7YTAR4XFPK,0
9888,ID_KU21ZOH5KF,0
9889,ID_K7WYVGXBS4,0
9890,ID_PGB47D9E0K,0
9891,ID_A7LH0TUJMB,0
9892,ID_MI1INVB1YX,2
9893,ID_WXKHNHI104,0
9894,ID_27HGUNLGBK,0
9895,ID_LWPJ5KHKZL,1
9896,ID_IQIH5V0IKS,1
9897,ID_LAOWK674L7,0
9898,ID_8BPP04BC55,0
9899,ID_F8FX2TPXPG,0
9900,ID_P18Y03NVRK,0
9901,ID_OIMC1U1SD5,0
9902,ID_7SPK8K36FO,0
9903,ID_8C7RQUG9LS,2
9904,ID_CFOZEY6XPZ,0
9905,ID_C6IGIZBATI,0
9906,ID_27AB5WW3FP,0
9907,ID_OKHKAZTCPQ,0
9908,ID_L839RMTQO4,1
9909,ID_H48IJK4U6J,0
9910,ID_8TFJ7KXGF2,0
9911,ID_NO3MVY27DZ,0
9912,ID_UHM6U37A08,0
9913,ID_B9V5OBMFJZ,0
9914,ID_GZ2LWUG8U6,0
9915,ID_ZB4FF9TN2J,0
9916,ID_34N4493L05,2
9917,ID_1BP4H5Y10C,0
9918,ID_SIZYHAMWLE,2
9919,ID_JWTN05APJT,0
9920,ID_9TU6WC52W2,0
9921,ID_0HRULDHACH,0
9922,ID_77KCT3QZI5,0
9923,ID_CN5P1V045K,2
9924,ID_R4ESQH56GP,0
9925,ID_DYWV12ZKEJ,0
9926,ID_FBO1EY9MUA,2
9927,ID_NM3DA50JZA,0
9928,ID_XXE7KD8WEK,0
9929,ID_XM8JPPS6E3,0
9930,ID_P7IDNJT5G9,2
9931,ID_82BINOW2M8,0
9932,ID_6717Z24JC7,0
9933,ID_OV1UFMV4E9,0
9934,ID_N63V7LM5QD,0
9935,ID_RQ0CH0GRKO,0
9936,ID_98ZFPSM1UC,1
9937,ID_KNR6CU5WM2,0
9938,ID_Y5SEREGZND,0
9939,ID_DRTV2SZ05T,0
9940,ID_X0ZCBLEZO4,0
9941,ID_48EL3MPPLQ,0
9942,ID_HBRJGX2NMC,0
9943,ID_3YHZHIYP6P,0
9944,ID_O1XIQIP31I,0
9945,ID_NEVY3HVUVH,0
9946,ID_JDD6WCD65J,0
9947,ID_AFEHGHVUHF,0
9948,ID_R3R7N2W4FC,0
9949,ID_D0LBMML5S0,0
9950,ID_6U8TL9UJQJ,0
9951,ID_ZS5QHOG4GI,0
9952,ID_MSU27082TO,0
9953,ID_46W4B1Z0II,0
9954,ID_QY4ML5TFXS,0
9955,ID_9M73NAM55C,0
9956,ID_3MB5477DDV,0
9957,ID_K1EL94SOMJ,1
9958,ID_SQIZ0S70DI,0
9959,ID_7DGKESOL3J,0
9960,ID_EDANAQ896H,1
9961,ID_WJIX8PUHXL,0
9962,ID_72OURTOAAV,0
9963,ID_ITX57F9P93,0
9964,ID_HZ7ANG5F5T,0
9965,ID_NNR2BTWB7S,0
9966,ID_GCGIORJV7I,0
9967,ID_GXOXRNH91C,0
9968,ID_VG4OQAO658,0
9969,ID_NWTMXT5XJM,0
9970,ID_RSZKSSBZMW,0
9971,ID_RZBHAXARBR,0
9972,ID_O3B9QKOLUF,0
9973,ID_KBNHZEN1I1,0
9974,ID_29E6K8Q2N5,0
9975,ID_4GSQYYPO31,0
9976,ID_HBSBZJD2O6,0
9977,ID_H4EV3ICZFY,0
9978,ID_3OU6VKX64A,0
9979,ID_FUY2O6J0LG,0
9980,ID_AJIX8ZO0F8,0
9981,ID_GVJ2TDM326,0
9982,ID_BGPX7EA7AN,0
9983,ID_UXYMPG39UC,0
9984,ID_HBA44QF5EU,0
9985,ID_MRIAGG5AHM,0
9986,ID_GX89VVOQSE,1
9987,ID_HPSXOI95OY,0
9988,ID_J1E41H88HE,0
9989,ID_9SO0TJYMON,0
9990,ID_J0RCOS6VEW,0
9991,ID_QTNON0D9WD,1
9992,ID_XLGUVFVYVD,0
9993,ID_P89EGN5MNV,0
9994,ID_BV5AHMOOGD,0
9995,ID_WV73SW6DO3,0
9996,ID_LRS1NNM8WT,0
9997,ID_T1FVRP5OG1,0
9998,ID_9N554DJYS7,0
9999,ID_R54VLO1ZCT,0
10000,ID_0JSGV6D4MT,0
10001,ID_H9G10RQL4E,0
10002,ID_8OXHTETI99,0
10003,ID_0SYDWM2XHH,0
10004,ID_5ILWXDSSOZ,0
10005,ID_2DJP5G26KI,0
10006,ID_84X1Q0XMNG,0
10007,ID_LAV9ZFLGKB,0
10008,ID_B98HVB8LAH,0
10009,ID_E0KLV5UJ7W,0
10010,ID_J6X4HGZ866,0
10011,ID_CCZQXXI3J2,0
10012,ID_CFYUJFTE55,0
10013,ID_MM3CFWE4S6,0
10014,ID_62ZOXT82NW,0
10015,ID_NJTPWRYR55,2
10016,ID_X4Y7OSXFZV,0
10017,ID_8L9QUCA300,0
10018,ID_8WD3TRPO68,0
10019,ID_PZ5FIMRGI1,0
10020,ID_HNOXI1VJGQ,0
10021,ID_9VCYG90PJ2,0
10022,ID_PNAA5YW9US,0
10023,ID_TN8FCE616P,0
10024,ID_3741L0S5BG,2
10025,ID_RECL2QADWO,0
10026,ID_6XLJIKNHOG,0
10027,ID_77RT08WBMQ,0
10028,ID_CJ1U7XOGT7,2
10029,ID_PAD44WM8NL,0
10030,ID_1BAIDIS7ZG,0
10031,ID_Y5Z18823OM,0
10032,ID_O3G6F5PLEM,0
10033,ID_U664Z72B64,0
10034,ID_798PXPNZZ7,0
10035,ID_VXJ8ATP9W0,0
10036,ID_3QA6W3S9NQ,0
10037,ID_TAIJDEZBMH,0
10038,ID_BD0QZT1V2C,0
10039,ID_LQWJBKIBQ1,1
10040,ID_AP3UVHPGGX,0
10041,ID_Q08TXJKED7,0
10042,ID_JDKB70RN6Y,0
10043,ID_5DG3CHL5HI,0
10044,ID_4HTFQYVJ30,0
10045,ID_5P4DBONZC6,0
10046,ID_LBJWXOLJWL,2
10047,ID_ZW8TI8NTD9,0
10048,ID_D49QID7YSE,0
10049,ID_BTQ915FR62,2
10050,ID_OAHUHP7B40,0
10051,ID_AOY7FNQK3M,0
10052,ID_EMXBOD4TI2,0
10053,ID_PUKDDWKE99,0
10054,ID_H43MQCRFK4,0
10055,ID_FDDSFO6VBH,0
10056,ID_KXR9AAK8CO,0
10057,ID_1B3VHK6V7U,0
10058,ID_KFK9ZDSOPI,0
10059,ID_97XJ6P2MBJ,0
10060,ID_YSQ1DVHLJS,0
10061,ID_SM74ZMAULY,0
10062,ID_Y9CX37QMG2,0
10063,ID_T7A8SBD3OB,0
10064,ID_FULHUT5XZQ,0
10065,ID_CCC48ZGUBK,0
10066,ID_YGDITENJT1,0
10067,ID_K0TSNOQSBF,0
10068,ID_4FRB49SJCO,0
10069,ID_SQLASAA8RA,0
10070,ID_5MY0DA9A96,0
10071,ID_IAKH336ABV,0
10072,ID_DZZMI7IXLC,0
10073,ID_CPOXVHFZXM,0
10074,ID_R3X8NPZD0C,0
10075,ID_8UB7WHNYSK,0
10076,ID_I34FWVG4KR,2
10077,ID_C692XF6W4M,2
10078,ID_KZMXBAFVZV,0
10079,ID_Q61QAI9GWM,1
10080,ID_EG0OL54IDA,0
10081,ID_PJUZFPS39Z,0
10082,ID_OW8LWXL22J,0
10083,ID_KX3QXRQZJQ,2
10084,ID_RK1JMBMQ37,0
10085,ID_MZ6UU6XK75,0
10086,ID_P48EOQVI0X,0
10087,ID_OMS57N3LBK,2
10088,ID_1VJCE9HSRM,0
10089,ID_0DZAZKNB2J,0
10090,ID_QGB9TT8UTY,0
10091,ID_7FRL9Q5XJ2,2
10092,ID_51MTDXTDQP,0
10093,ID_S2D8KF2T1W,0
10094,ID_O7U0CED92F,0
10095,ID_EB6R3X7D6N,2
10096,ID_AH71UOBMGD,0
10097,ID_9OJOJJ8EI5,0
10098,ID_Y54IIVBZH7,0
10099,ID_JGN83XPBM6,0
10100,ID_EC14S3K659,0
10101,ID_QIKZHDXA3F,1
10102,ID_YU07NN5L4M,0
10103,ID_C557QPHKJQ,0
10104,ID_IKYOEIH0NE,1
10105,ID_7HGDILMXPD,0
10106,ID_AQ71UQ281A,0
10107,ID_8T7YXK50QB,0
10108,ID_ED0V008FTF,0
10109,ID_IBXV7P51SS,0
10110,ID_FAFN78QD09,0
10111,ID_BQHUE4FQR8,2
10112,ID_6NTSPQESO7,0
10113,ID_3RIK4ZDC42,0
10114,ID_TJT079ID13,2
10115,ID_CI7IZ4E5A8,0
10116,ID_EAVM2PN4J4,0
10117,ID_OMLNWV4VFB,0
10118,ID_7B1TDZA80N,1
10119,ID_1B5OXJ6EEL,1
10120,ID_Z3G00LRH45,2
10121,ID_VAGC62O9BM,1
10122,ID_6E5P39EQ8V,0
10123,ID_VW7CJ1PJYI,0
10124,ID_QYH8COTW8O,2
10125,ID_SR4CUBODHO,0
10126,ID_K55N6NMJT3,0
10127,ID_KTDLJZZPZ9,2
10128,ID_Y06Z5SR5DC,1
10129,ID_OE5ML4AH98,0
10130,ID_8CEYXRPTJP,0
10131,ID_L61SO4SOT5,0
10132,ID_YZG3CNO024,0
10133,ID_7HJKVSGR9Q,0
10134,ID_VPCO6VTBMF,1
10135,ID_MLQOPFPX4U,0
10136,ID_3LFS74JCDZ,0
10137,ID_MZG9UT0W0S,1
10138,ID_C0IU3QBD0A,0
10139,ID_BTIPF8LYWS,1
10140,ID_6H89ZVOMCU,1
10141,ID_IF2AUSKIOU,0
10142,ID_Q9ZAYWJT17,0
10143,ID_MIONVJZY8S,1
10144,ID_1AYDY8G08P,0
10145,ID_YCKUBAHOM9,0
10146,ID_ML5Q8DJMWX,2
10147,ID_2GDI80UHN6,0
10148,ID_44D7N35GWJ,0
10149,ID_4TUT37Q34A,0
10150,ID_RRDD2Z1WIG,0
10151,ID_B5MWAY0KNP,1
10152,ID_FYY1MO2Z6V,1
10153,ID_I78SKOUZ97,0
10154,ID_EBKMSB5KZN,0
10155,ID_MX5U32D3D1,2
10156,ID_CN2SQQSMPB,1
10157,ID_703UREC7IR,0
10158,ID_5ZJ2PDV04W,0
10159,ID_YG09N9QCIT,0
10160,ID_AMBYZRAALZ,2
10161,ID_I8ZAJKJAE7,0
10162,ID_HY8MUCBPPY,1
10163,ID_TIN2P4RPZ0,0
10164,ID_H0I261CDYD,1
10165,ID_QFXU23G18F,0
10166,ID_AYOLAUN16N,0
10167,ID_JZLDRRK41B,2
10168,ID_CC6SVUBI1V,0
10169,ID_GKYXWWD9FD,0
10170,ID_L89QS6H2CK,1
10171,ID_0OP8N02R7W,0
10172,ID_TKR40DIQLX,0
10173,ID_4D7JEDBP1R,1
10174,ID_663AQ69X0Z,0
10175,ID_VAUE38DFA2,1
10176,ID_ALYNEPMCJZ,1
10177,ID_X75K3BV9I8,1
10178,ID_LNHPQLGK5L,2
10179,ID_Q82QZ6YJKL,1
10180,ID_M7EJ5ST7XK,0
10181,ID_3OZGU0TEB9,0
10182,ID_RC45N08PVT,0
10183,ID_ZDKHR01K0R,1
10184,ID_XMACJTPFXC,0
10185,ID_DXXER00PIR,0
10186,ID_BKFUIBO2L7,0
10187,ID_IVBUSMCIX1,0
10188,ID_FH3SLOVM1G,2
10189,ID_Z6V1PKD641,1
10190,ID_SRQVOIAXPN,2
10191,ID_97BWABPM2W,0
10192,ID_QMZHMZNB69,0
10193,ID_DSKH7R88KQ,0
10194,ID_NNDG0QJQPE,1
10195,ID_17KESSOUBV,0
10196,ID_4C12JUYSE0,1
10197,ID_BGN5US7CLW,0
10198,ID_HE8SOIQ057,0
10199,ID_9VWATSYKBI,0
10200,ID_H3OZ5LAQ2J,0
10201,ID_TD2QGQCAAT,0
10202,ID_EWKU06HC8N,1
10203,ID_TYX7KQXA4O,0
10204,ID_YNT5KDA5QJ,2
10205,ID_OSE33LI8EG,1
10206,ID_KPGK21B9B8,0
10207,ID_LGDBCMNPGT,0
10208,ID_QH67KD0XV3,2
10209,ID_OF7VTSQ97B,0
10210,ID_XTHGTLLMP5,0
10211,ID_4EB9YC4LY6,0
10212,ID_4758Z5FP03,0
10213,ID_93YHR4V2LQ,0
10214,ID_LZYDYQLKFS,0
10215,ID_L14KI5R5J6,0
10216,ID_WUXHHE6SLJ,0
10217,ID_2NTALD2QKX,2
10218,ID_TVVQUPOGEI,0
10219,ID_1SFKRS859J,1
10220,ID_IA2FH5UVF3,1
10221,ID_L9RVPI2P1E,0
10222,ID_SONIZR53IP,0
10223,ID_18O7SN317R,2
10224,ID_KG21EI4HVQ,1
10225,ID_B07NSNR2NZ,1
10226,ID_VAS2ZMTBZ7,0
10227,ID_6L6ESCP5SF,2
10228,ID_2SGR2YIN86,0
10229,ID_XZPNCIM5M9,2
10230,ID_680HVVFQ8N,0
10231,ID_RZ14DY8GVN,0
10232,ID_74XN40JSG9,0
10233,ID_YOIUWZY6FN,1
10234,ID_8XSKLM5168,1
10235,ID_U0XHI8CJNG,0
10236,ID_W1BGR4XY1G,0
10237,ID_4I0NVGO451,0
10238,ID_21RFTLLS7A,0
10239,ID_SLPA97EW61,0
10240,ID_Q0G26T9F4Z,1
10241,ID_L2K2P0H4I8,0
10242,ID_SF2QRVFSAR,0
10243,ID_45D5VQ1A3O,0
10244,ID_ABQ0M1TB6K,1
10245,ID_6KS2BNBNJO,0
10246,ID_ACELZT8M1J,0
10247,ID_2FSANMH7UJ,2
10248,ID_5XAWC9QSGG,0
10249,ID_FD3SYSCSTF,1
10250,ID_NIVLTELW0J,0
10251,ID_ZX01INJC7B,0
10252,ID_CYXTK97A0O,0
10253,ID_PV35DHVQRU,2
10254,ID_XSHEJRKEV4,1
10255,ID_X264IL9I2A,0
10256,ID_DM99N3LEIM,1
10257,ID_LTHYHS1J8A,1
10258,ID_WBMRNJABR3,0
10259,ID_8FBMGW2BGK,2
10260,ID_7OXKGXVZW6,0
10261,ID_IF3JX4N222,1
10262,ID_FCXL2UGBYX,0
10263,ID_8P1QWAUFSI,0
10264,ID_MK2PTMBN89,0
10265,ID_KV0XPP1OA2,0
10266,ID_G0H13VDC3N,2
10267,ID_I5WHMFFX2B,0
10268,ID_637H4XIZRF,0
10269,ID_HOT791W8VQ,0
10270,ID_0GXN91KQOC,0
10271,ID_CAFLBKR2RQ,0
10272,ID_1Y74KE32J0,0
10273,ID_TPI6O9Z4AR,0
10274,ID_HT2P43NGM8,0
10275,ID_PS3J36AA5N,0
10276,ID_ED5YZVGCQP,0
10277,ID_OL56001TYY,0
10278,ID_ZZ27G4SK26,0
10279,ID_IJDI86A6CA,0
10280,ID_C1WAG8G0A6,0
10281,ID_K1RLKKBADA,0
10282,ID_KFL8X3EL2F,0
10283,ID_M1335U90X9,0
10284,ID_SMW34US1FH,1
10285,ID_23SUKBII05,0
10286,ID_GNPNTBIT00,0
10287,ID_LWOG2FYY57,1
10288,ID_5RQMRR7ZUL,2
10289,ID_WXEMU0A99A,0
10290,ID_KB2ABYCYYO,2
10291,ID_CBAF5I2ZY3,0
10292,ID_2M6F18278F,0
10293,ID_LILL3Y4LTM,1
10294,ID_5N9AFZUH7I,0
10295,ID_6LMF8LE5BV,0
10296,ID_QAE9T04VWA,0
10297,ID_98CF3NGZAO,0
10298,ID_IRAMMFYFBE,0
10299,ID_U35TK00ZNA,1
10300,ID_I3H0DVL6UB,0
10301,ID_DSV553ZG40,0
10302,ID_DI4F3PIESJ,0
10303,ID_KH3YHA5I1H,2
10304,ID_HOY3G74BT1,2
10305,ID_1SFHCAHEVO,1
10306,ID_FO3VX7JAF1,0
10307,ID_UG4XPT9E56,0
10308,ID_YX4P9Z3IDO,0
10309,ID_1OG1L183P0,1
10310,ID_6VPAHYBARX,2
10311,ID_FF20GRDTAR,0
10312,ID_DFAPFUFUOZ,2
10313,ID_EYQ9OSX6WB,1
10314,ID_J49DMJJWVR,0
10315,ID_DZWR6XG07W,0
10316,ID_185FJC3KY1,1
10317,ID_T4WM4F6WY0,0
10318,ID_Q9KWPWLY4I,0
10319,ID_YCGALL8495,0
10320,ID_DO4LTZ2O4J,1
10321,ID_E3PY9F3CHH,0
10322,ID_E0GOHJSZZD,0
10323,ID_HAPO8YOOWA,0
10324,ID_ZXO7XNZT11,0
10325,ID_O93MBUPFNB,1
10326,ID_M64CCN0SUN,2
10327,ID_SJYZ0O7PZS,0
10328,ID_1NHG2XRNGM,2
10329,ID_K3HOBK15I7,1
10330,ID_UT0Y3ZBALX,0
10331,ID_OZ6SUUS61I,0
10332,ID_1U3FHCN3Z3,2
10333,ID_5NLW14ZJSD,0
10334,ID_58B1QBFPMD,0
10335,ID_AKQTAYH5P2,0
10336,ID_1P6SXHHD16,0
10337,ID_4N5FYXFXB6,0
10338,ID_V8HVWE0BSC,1
10339,ID_HOWH9IKHK6,2
10340,ID_0NN0Z06MJY,0
10341,ID_0SV78JPVMB,0
10342,ID_RJXSLZDFRC,2
10343,ID_R8HF29B8Y6,0
10344,ID_13NJOC87ZO,0
10345,ID_M9H5NCQVKV,0
10346,ID_BWFXRF0WF6,2
10347,ID_WMOLYGPPPL,0
10348,ID_8YCTINNQB3,0
10349,ID_OQIGEAQ4UV,2
10350,ID_W92NT7J1QA,0
10351,ID_85WZONYB35,0
10352,ID_XMH3WB811J,0
10353,ID_07DERQ39KT,0
10354,ID_Q1WZYW02KW,0
10355,ID_3UJBDOBUMI,0
10356,ID_FQOXY1DTPT,0
10357,ID_4D49H2ZWQA,0
10358,ID_S22FYKU2A6,0
10359,ID_9S89JJQWLN,2
10360,ID_RT4FG32WQ9,0
10361,ID_TH5VRN788X,0
10362,ID_174UW0PZJG,0
10363,ID_DW5OBYJKBT,0
10364,ID_3OS78CIBXQ,0
10365,ID_2JK2BOJF06,0
10366,ID_4Z80C5UXLG,0
10367,ID_E9PTC1LI9X,1
10368,ID_XW3PFN5CQS,0
10369,ID_P68IF5UO40,0
10370,ID_6PKKYKNKDK,1
10371,ID_GLE2MYSU5O,0
10372,ID_CQL3R9OTAG,0
10373,ID_48O7E0XHT8,0
10374,ID_0T5LFTC36W,0
10375,ID_W2TB6QDMK3,0
10376,ID_4SLFL1KKOU,0
10377,ID_AYHQCTIXUG,1
10378,ID_V5GRPV9JKI,0
10379,ID_Z200L17G8Y,2
10380,ID_C0ZPZ6FQ44,0
10381,ID_860SYX0KET,0
10382,ID_SV9MGXMBG6,0
10383,ID_O39FRFW6HM,1
10384,ID_6OJ4AIC1G0,1
10385,ID_VUFKXZ4RNM,0
10386,ID_WJQW6GUGP5,2
10387,ID_98ESH5FEK9,0
10388,ID_XD78Y5H8U9,0
10389,ID_V05MG38OD0,0
10390,ID_2A7T7DWMTG,0
10391,ID_3QKMKRD1UC,0
10392,ID_68HHBXE65A,0
10393,ID_AOHDIBVIYM,0
10394,ID_M0D6FZKEDI,0
10395,ID_6XSCHR3LJ6,0
10396,ID_UELER8W18D,2
10397,ID_A8H175SQ0U,1
10398,ID_JVX91IBUFQ,0
10399,ID_TQCVCS1E6W,0
10400,ID_YYZQ0Z1BIW,0
10401,ID_O3242FOF28,1
10402,ID_O31OLY1CWT,0
10403,ID_AQWQO4G3CE,0
10404,ID_T4G5HXDGLL,1
10405,ID_B8VNVC9FPW,0
10406,ID_B30OEIV8UN,0
10407,ID_C20BZNUE6N,0
10408,ID_XY249SF1P6,1
10409,ID_ONKHNDG8XE,1
10410,ID_VS97WEAL2J,0
10411,ID_92T4YGHQQJ,2
10412,ID_PN2UE0IJFW,1
10413,ID_EHYTVXSIH8,1
10414,ID_40YE48MLES,0
10415,ID_FR2NGWNAU6,0
10416,ID_TIMHJOHILT,2
10417,ID_386OZNMZYP,1
10418,ID_X8JNLULQCQ,1
10419,ID_KGKRL9MKN7,0
10420,ID_R9IMEA9AYQ,1
10421,ID_KZGK3UQ85J,0
10422,ID_L38H9TELWO,0
10423,ID_8W7SM8YACG,0
10424,ID_ZGQE8XLNXP,1
10425,ID_GFOPDRGTCY,1
10426,ID_8C8JFE6PQ4,0
10427,ID_CYON42FRGV,0
10428,ID_F0UD2SUYF8,0
10429,ID_WDHPBFEOMT,2
10430,ID_KYO5L9RF2F,0
10431,ID_FL7MZ3MZR7,0
10432,ID_NB98GNK0LO,0
10433,ID_BO8OPFUZ87,0
10434,ID_3HKP5H239S,0
10435,ID_B5GB3RK6YQ,0
10436,ID_FAK28XJ309,0
10437,ID_3M2NJFMON9,1
10438,ID_4BIRHN8HYW,0
10439,ID_E13PHJHI4S,1
10440,ID_C92RX6O7YT,1
10441,ID_5SYVOFO8PS,0
10442,ID_5RQ09MLOV8,0
10443,ID_JTPYJ5TQ71,0
10444,ID_R5UL2LJICF,0
10445,ID_K0MSDLQJY4,0
10446,ID_5U390H8AKV,0
10447,ID_UP556PZWA9,2
10448,ID_YROXEU4PTT,0
10449,ID_ANPNSLLH6W,1
10450,ID_VBP2UGBJ8L,0
10451,ID_0X0CF9Q4X2,0
10452,ID_G22XBK5QNG,0
10453,ID_KKOD26A2DZ,0
10454,ID_XHDCEVOMD1,0
10455,ID_Q8C1FTU10X,0
10456,ID_SI98TZHT15,0
10457,ID_51M9X6RWW2,0
10458,ID_LW4HYRL8UP,0
10459,ID_WCXQKR7ZO8,0
10460,ID_A7MCQWLQK5,0
10461,ID_T9B72NHBBB,0
10462,ID_VWMALS8YGW,2
10463,ID_GR08H7MOLM,0
10464,ID_LFO25NHFG4,1
10465,ID_8EHY2CT8M3,2
10466,ID_ZZ3J7NZHDH,0
10467,ID_S8C2QSM7SB,2
10468,ID_C8XPTDN983,0
10469,ID_C7PGIOXK66,0
10470,ID_IZ13QZMFW8,0
10471,ID_YIZ37F7J14,2
10472,ID_S1SLEYYLBY,2
10473,ID_1QUEZQF48Y,0
10474,ID_V10SXMPPPN,0
10475,ID_R9FHF8BU2B,0
10476,ID_O84QU5OZ4N,0
10477,ID_ZLOGB1J8GQ,0
10478,ID_2J99XLONC3,2
10479,ID_ROI3Z57WTV,0
10480,ID_SISYQG1OIS,0
10481,ID_46LMI5MWIS,0
10482,ID_R3OQY4HVEP,0
10483,ID_OSQCDSM6WP,2
10484,ID_0AHT3VKBJB,0
10485,ID_I1EAXVZLPM,2
10486,ID_VJMKYB30EA,1
10487,ID_ZQJWSGBLTP,0
10488,ID_LDLH0PJWPB,2
10489,ID_F8C9NKA484,0
10490,ID_W73SHQX3SN,2
10491,ID_2JGRYZ2P9W,1
10492,ID_KRYH9FR6A4,0
10493,ID_OYLXIDT49F,2
10494,ID_PMVUY0XWPD,1
10495,ID_MPG8MPJVR1,0
10496,ID_FBETHTZN3E,1
10497,ID_O5W8XDLRWW,0
10498,ID_6SFCDTX413,1
10499,ID_QACQP4R4Q5,0
10500,ID_37M1HFWJTB,0
10501,ID_VNN0N2MW86,0
10502,ID_RLZ1XA7M89,0
10503,ID_FMTLW56H3N,2
10504,ID_LXOF5T5447,0
10505,ID_B6CKG7Z3SF,0
10506,ID_65PX2ZNPJA,0
10507,ID_262NPL4LLN,1
10508,ID_89TRKIJK15,1
10509,ID_P1S0GN6B6R,2
10510,ID_AC5P1CWEF4,2
10511,ID_B4CQZEBQ0B,1
10512,ID_NB8EQRHDYA,0
10513,ID_WANW52SVUC,0
10514,ID_E7FUKNINUK,0
10515,ID_A3WDEFSWCT,0
10516,ID_ENC01IL9K0,2
10517,ID_65TTOZ4QBO,0
10518,ID_9KUVE1LISG,2
10519,ID_T5BDRGX0QG,2
10520,ID_FBZWNNJ9DR,2
10521,ID_4UDN2CNJY4,0
10522,ID_0G2RTHERKC,0
10523,ID_U2HZUIVDK7,1
10524,ID_9IBI0X6K20,2
10525,ID_7GJPA1DPXE,0
10526,ID_QD2IADSAZX,0
10527,ID_N8E8LAUNPO,0
10528,ID_8UCGWE8PQ0,0
10529,ID_6OD2OW85TI,0
10530,ID_P8A12ZAC94,0
10531,ID_PW87IACGE1,0
10532,ID_ZCM509EVDR,0
10533,ID_HBT6430ZUM,0
10534,ID_N0FLV83ODP,2
10535,ID_X7N3V2L0IN,0
10536,ID_KS9ZZWWPQV,0
10537,ID_5ZE5YXYP7E,1
10538,ID_WD0VAW53GD,1
10539,ID_7RZ0WSQ9K1,1
